branch,n,brier_raw,brier_calibrated,platt_A,platt_B
prosodic,353,0.16292509898239485,0.1593810922005586,1.388709583053042,0.1140689804176309
spectral,353,0.01441198859203807,0.016655076973240885,0.9395704917583269,-0.23935137884933103
fusion,353,0.004482816757794082,0.003128082820757084,1.6532365927089534,-1.5356588280474728
